        F11A3   F7F3   F6A4
F10A3	0.78571	0.88095	0.76190	
F10A5	1.00000	1.00000	1.00000	
F10B3	1.00000	1.00000	1.00000	
F10B5	0.87719	0.89552	0.85714	
F10C1	1.00000	1.00000	0.00000	
F10C3	0.78947	0.87097	0.77419	
F10C4	1.00000	0.90000	0.80000	
F10D1	0.65714	0.91429	0.62857	
F10D5	1.00000	1.00000	1.00000	
F10E3	0.00000	1.00000	1.00000	
F10E5	0.73684	0.86441	0.83051	
F10F1	0.80357	0.89286	0.80357	
F10F3	0.62500	1.00000	0.00000	
F10F5	0.66667	1.00000	0.11111	
F10G2	0.65000	0.90000	0.92500	
F11A3	1.00000	0.89474	0.82456	
F11A6	0.85714	1.00000	0.85714	
F11B1	0.31250	1.00000	0.62500	
F11B2	0.80000	1.00000	0.26667	
F11B5	0.66667	1.00000	0.50000	
F11C2	0.77193	0.92063	0.76190	
F11D1	0.77778	0.83333	0.69444	
F11D2	0.81818	0.90909	0.90909	
F11D4	0.70833	1.00000	0.87500	
F11G3	0.66667	0.90000	0.90000	
F11G4	1.00000	1.00000	0.00000	
F12B1	1.00000	1.00000	0.00000	
F12B2	1.00000	1.00000	0.00000	
F12B3	1.00000	1.00000	1.00000	
F12C6	0.50000	1.00000	0.30000	
F12D4	1.00000	1.00000	1.00000	
F12E1	0.75926	0.88889	0.88889	
F12E4	0.75000	1.00000	0.87500	
F12E5	0.44444	1.00000	0.88889	
F12E6	0.80000	1.00000	0.20000	
F12F1	1.00000	1.00000	0.00000	
F12F5	0.75472	0.84906	0.86792	
F12G1	0.52941	0.94118	0.41176	
F15A3	0.00000	1.00000	1.00000	
F15A5	0.75000	1.00000	0.25000	
F15A6	0.84000	0.92000	0.96000	
F15B5	1.00000	1.00000	0.00000	
F15C5	0.66667	0.94444	0.72222	
F15C6	0.80000	0.80000	1.00000	
F15C8	0.78947	0.84211	0.78947	
F15D1	0.82051	0.82051	0.92308	
F15D2	0.81250	0.93750	0.75000	
F15E1	0.95000	0.90000	0.95000	
F15E2	1.00000	1.00000	0.66667	
F15E4	1.00000	1.00000	1.00000	
F15E5	0.66667	1.00000	0.60000	
F15E7	0.69444	0.91667	0.91667	
F15F1	1.00000	1.00000	1.00000	
F15F3	0.00000	1.00000	1.00000	
F15F5	0.63636	0.95455	0.63636	
F15F6	0.00000	1.00000	1.00000	
F15F8	0.60000	1.00000	0.00000	
F15H1	0.66667	1.00000	0.88889	
F15H5	0.75000	1.00000	0.91667	
F16A2	0.25000	1.00000	1.00000	
F16A4	1.00000	1.00000	1.00000	
F16A5	0.82353	0.86275	0.94118	
F16B1	0.83333	1.00000	1.00000	
F16B2	0.75862	0.86207	0.96552	
F16B3	0.85714	1.00000	1.00000	
F16B6	0.52632	0.94737	0.42105	
F16C1	1.00000	1.00000	1.00000	
F16D6	0.00000	0.85714	0.42857	
F16F4	1.00000	0.00000	1.00000	
F16G3	1.00000	1.00000	1.00000	
F16G4	0.75000	0.66667	0.91667	
F16G6	0.66667	0.95238	0.38095	
F17A7	0.75000	0.62500	1.00000	
F17B1	0.50000	0.93750	0.43750	
F17B7	0.85714	0.42857	1.00000	
F17C1	0.72000	0.80000	0.92000	
F17C2	0.71429	0.57143	1.00000	
F17C7	0.92308	0.69231	0.84615	
F17D6	0.50000	0.87500	0.87500	
F17E6	0.66667	1.00000	1.00000	
F17E7	0.00000	1.00000	1.00000	
F17F3	0.70000	0.80000	0.90000	
F17F5	0.77778	0.83333	0.83333	
F17G3	0.88889	0.72222	0.83333	
F17G5	0.85714	0.85714	0.85714	
F18B2	0.61905	0.95238	0.71429	
F18B4	0.57143	0.85714	0.92857	
F18C4	0.60000	1.00000	0.00000	
F18D2	1.00000	1.00000	1.00000	
F18E1	0.86667	0.93333	0.93333	
F18E2	0.60000	1.00000	0.20000	
F18F2	0.57143	0.71429	0.71429	
F3F1	0.82456	0.88136	0.81356	
F5A2	1.00000	0.85714	1.00000	
F5A4	0.88889	0.55556	1.00000	
F5B1	0.70000	0.80000	0.92000	
F5B2	0.78788	0.87879	0.93939	
F5B3	0.66667	1.00000	0.88889	
F5B4	0.88889	0.88889	1.00000	
F5C1	1.00000	0.71429	1.00000	
F5C2	1.00000	1.00000	1.00000	
F5C4	1.00000	1.00000	1.00000	
F5D1	0.66667	0.66667	1.00000	
F5E2	1.00000	1.00000	1.00000	
F5E4	0.87500	1.00000	0.87500	
F5F2	1.00000	1.00000	1.00000	
F5G2	0.83333	1.00000	1.00000	
F6A4	0.82456	0.85714	1.00000	
F6B2	1.00000	1.00000	1.00000	
F6B4	0.50000	1.00000	1.00000	
F6C2	1.00000	1.00000	1.00000	
F6C4	0.73684	0.84211	0.94737	
F6D2	0.27273	0.90909	0.90909	
F6E2	0.88000	0.92000	1.00000	
F6E4	0.68750	0.93750	0.43750	
F6F2	0.85714	0.92857	1.00000	
F6F4	0.66667	1.00000	0.66667	
F6G2	1.00000	1.00000	1.00000	
F6G3	0.50000	1.00000	0.50000	
F7A3	0.75000	1.00000	1.00000	
F7A6	0.70175	0.87719	0.75439	
F7B1	0.84211	0.86154	0.85714	
F7B2	1.00000	1.00000	1.00000	
F7B4	0.66667	0.88889	1.00000	
F7B5	1.00000	1.00000	1.00000	
F7B6	0.90909	1.00000	0.81818	
F7C1	1.00000	1.00000	0.00000	
F7C2	1.00000	1.00000	1.00000	
F7C6	0.57143	0.85714	0.71429	
F7D2	1.00000	1.00000	0.50000	
F7D3	1.00000	1.00000	1.00000	
F7D4	0.84615	1.00000	0.69231	
F7D6	1.00000	1.00000	1.00000	
F7E2	0.60000	1.00000	1.00000	
