        F11A3   F7F3   F6A4
F7E6	1.00000	1.00000	1.00000	
F7F2	1.00000	1.00000	1.00000	
F7F3	0.89474	1.00000	0.85714	
F7F6	1.00000	1.00000	1.00000	
F7G2	1.00000	1.00000	1.00000	
F7G5	0.75000	1.00000	0.25000	
F8A1	0.62500	0.87500	0.75000	
F8A2	0.33333	1.00000	0.66667	
F8B2	1.00000	0.50000	1.00000	
F8B4	0.00000	1.00000	1.00000	
F8B5	0.78431	0.86275	0.96078	
F8C5	0.67568	0.86486	0.97297	
F8D3	0.80000	0.92500	0.77500	
F8D4	1.00000	1.00000	1.00000	
F8E6	0.85714	0.57143	1.00000	
F8G1	1.00000	1.00000	1.00000	
F8G2	0.50000	0.50000	1.00000	
F9A2	1.00000	1.00000	1.00000	
F9A3	1.00000	1.00000	0.50000	
F9A4	1.00000	1.00000	1.00000	
F9A5	0.70000	0.90000	0.90000	
F9B4	1.00000	1.00000	1.00000	
F9B6	0.77778	0.83333	0.77778	
F9C5	0.66667	1.00000	0.73333	
F9D3	0.55556	1.00000	0.11111	
F9D6	0.55556	1.00000	0.00000	
F9F2	0.60526	0.97368	0.71053	
F9F3	0.80769	0.80769	0.96154	
F9G3	0.80000	0.86667	0.86667	
