        F9A4   F5C1   F9D6
F5G2	0.00000	0.16667	0.00000	
F6A4	1.00000	1.00000	0.00000	
F6B2	0.00000	0.00000	0.00000	
F6B4	0.00000	0.00000	0.00000	
F6C2	0.00000	0.16667	0.00000	
F6C4	0.00000	0.28571	0.00000	
F6D2	0.00000	0.14286	0.11111	
F6E2	0.00000	0.28571	0.00000	
F6E4	0.00000	0.00000	0.55556	
F6F2	0.00000	0.14286	0.00000	
F6F4	0.00000	0.00000	0.33333	
F6G2	0.00000	0.00000	0.00000	
F6G3	0.00000	0.00000	0.50000	
F7A3	0.00000	0.00000	0.00000	
F7A6	1.00000	0.28571	1.00000	
F7B1	1.00000	0.85714	0.77778	
F7B2	0.00000	0.00000	0.00000	
F7B4	0.00000	0.00000	0.00000	
F7B5	0.00000	0.00000	0.00000	
F7B6	0.00000	0.00000	0.11111	
F7C1	0.00000	0.00000	1.00000	
F7C2	0.00000	0.00000	0.00000	
F7C6	0.00000	0.00000	0.14286	
F7D2	0.00000	0.00000	0.50000	
F7D3	1.00000	0.00000	0.00000	
F7D4	0.00000	0.42857	0.66667	
F7D6	0.00000	0.00000	0.00000	
F7E2	0.00000	0.20000	0.00000	
F7E6	0.00000	0.00000	0.00000	
F7F2	0.00000	0.00000	0.00000	
F7F3	1.00000	0.71429	1.00000	
F7F6	0.00000	0.00000	0.00000	
F7G2	0.00000	0.00000	0.00000	
F7G5	0.00000	0.00000	0.25000	
F8A1	0.00000	0.14286	0.11111	
F8A2	0.00000	0.00000	0.00000	
F8B2	1.00000	0.25000	0.00000	
F8B4	0.00000	0.00000	0.00000	
F8B5	1.00000	1.00000	0.11111	
F8C5	0.00000	0.57143	0.11111	
F8D3	1.00000	0.28571	0.44444	
F8D4	0.00000	0.00000	0.00000	
F8E6	0.00000	0.00000	0.00000	
F8G1	1.00000	0.00000	0.00000	
F8G2	0.00000	0.00000	0.00000	
F9A2	1.00000	0.00000	0.00000	
F9A3	0.00000	0.00000	0.25000	
F9A4	1.00000	0.00000	0.00000	
F9A5	1.00000	0.14286	0.11111	
F9B4	0.00000	0.00000	0.00000	
F9B6	1.00000	0.14286	0.22222	
F9C5	0.00000	0.14286	0.33333	
F9D3	0.00000	0.00000	0.66667	
F9D6	0.00000	0.00000	1.00000	
F9F2	0.00000	0.57143	0.66667	
F9F3	1.00000	0.71429	0.00000	
F9G3	1.00000	0.14286	0.00000	
